imageId,age
0,38.13157272338867
1,21.379135131835938
2,38.81826400756836
3,53.79378890991211
4,31.25182342529297
5,35.46168899536133
6,62.26644515991211
7,52.8688850402832
8,28.78620147705078
9,77.20298767089844
10,30.58708381652832
11,55.10466384887695
12,34.82600784301758
13,54.6611328125
14,80.94110870361328
15,43.30675506591797
16,31.524682998657227
17,36.27741241455078
18,44.34879684448242
19,67.76134490966797
20,61.95798110961914
21,39.7724494934082
22,41.56120300292969
23,44.96512222290039
24,36.69373321533203
25,45.767024993896484
26,35.996864318847656
27,74.86280822753906
28,59.262290954589844
29,52.206539154052734
30,65.14852142333984
31,60.854148864746094
32,43.151519775390625
33,60.562679290771484
34,80.24356842041016
35,14.552618026733398
36,44.46805191040039
37,63.87744140625
38,75.2535171508789
39,71.77932739257812
40,51.18339538574219
41,75.00822448730469
42,33.353309631347656
43,70.01786804199219
44,69.1084976196289
45,55.419918060302734
46,46.6673469543457
47,76.27063751220703
48,29.02047348022461
49,67.17288970947266
50,37.43440246582031
51,50.022308349609375
52,54.14495086669922
53,69.5829849243164
54,59.00519943237305
55,70.39041900634766
56,39.966609954833984
57,29.924121856689453
58,46.13986587524414
59,51.441253662109375
60,73.8622055053711
61,40.062992095947266
62,87.40254211425781
63,38.62560272216797
64,50.16889953613281
65,31.218727111816406
66,48.71168518066406
67,63.74310302734375
68,30.31768798828125
69,21.935094833374023
70,52.866485595703125
71,95.63871002197266
72,39.213233947753906
73,27.706640243530273
74,90.8868179321289
75,50.8614616394043
76,38.282691955566406
77,46.23619079589844
78,33.198936462402344
79,42.48539352416992
80,32.421871185302734
81,51.199039459228516
82,48.68960189819336
83,42.30424118041992
84,66.81449890136719
85,32.4721794128418
86,48.879615783691406
87,25.81549644470215
88,54.18751907348633
89,39.01632308959961
90,20.307382583618164
91,27.143901824951172
92,36.33259582519531
93,34.858917236328125
94,68.96748352050781
95,65.28799438476562
96,31.49344253540039
97,38.07002258300781
98,29.318023681640625
99,18.276315689086914
100,65.62346649169922
101,47.51997375488281
102,36.300804138183594
103,22.57316017150879
104,29.017786026000977
105,31.2480525970459
106,67.24642944335938
107,65.321044921875
108,58.75014877319336
109,50.64196014404297
110,45.39796829223633
111,66.49981689453125
112,63.537471771240234
113,26.296476364135742
114,74.25401306152344
115,32.37919998168945
116,47.001197814941406
117,37.31003189086914
118,36.049190521240234
119,49.8060417175293
120,46.83653259277344
121,83.96832275390625
122,72.89105987548828
123,29.983606338500977
124,31.14698600769043
125,37.314701080322266
126,83.11526489257812
127,27.27861976623535
128,70.32832336425781
129,70.77596282958984
130,62.99263000488281
131,53.21977996826172
132,64.39691162109375
133,45.313453674316406
134,37.71561813354492
135,67.94197082519531
136,41.37674331665039
137,30.461074829101562
138,50.462955474853516
139,24.958126068115234
140,70.4039535522461
141,74.84012603759766
142,47.661617279052734
143,74.35865783691406
144,48.451690673828125
145,53.207786560058594
146,59.144657135009766
147,40.56081008911133
148,26.04012680053711
149,84.73692321777344
150,66.38404846191406
151,29.756746292114258
152,52.874610900878906
153,66.88204193115234
154,25.355304718017578
155,50.02849578857422
156,54.94154357910156
157,24.34036636352539
158,34.855403900146484
159,38.46903610229492
160,51.58773422241211
161,32.29664993286133
162,66.48174285888672
163,19.953275680541992
164,92.7535400390625
165,39.99504470825195
166,31.903060913085938
167,28.70551109313965
168,64.85147094726562
169,37.783714294433594
170,69.28670501708984
171,24.21759796142578
172,28.099349975585938
173,51.40538024902344
174,62.32255554199219
175,73.28219604492188
176,54.296531677246094
177,34.7672004699707
178,57.03084182739258
179,49.59977340698242
180,37.836177825927734
181,83.18635559082031
182,49.34538269042969
183,33.47294998168945
184,23.23491859436035
185,43.959712982177734
186,56.53147506713867
187,26.081096649169922
188,47.092411041259766
189,17.29456901550293
190,35.47956848144531
191,60.81490707397461
192,35.52864456176758
193,68.9081802368164
194,65.59073638916016
195,37.266448974609375
196,51.300350189208984
197,36.540672302246094
198,67.95611572265625
199,16.781625747680664
200,34.04266357421875
201,56.01050567626953
202,45.684181213378906
203,74.45706939697266
204,47.03049850463867
205,64.88236999511719
206,70.72415161132812
207,47.898040771484375
208,57.8276481628418
209,46.98830032348633
210,19.155174255371094
211,74.8686294555664
212,28.66438865661621
213,18.047828674316406
214,22.836589813232422
215,37.447349548339844
216,37.23537063598633
217,29.314788818359375
218,64.10260009765625
219,34.15554428100586
220,59.04344177246094
221,38.68609619140625
222,55.33699417114258
223,34.66109848022461
224,58.00468826293945
225,35.20004653930664
226,25.371055603027344
227,38.58354949951172
228,61.13589859008789
229,65.2496109008789
230,15.330670356750488
231,53.704734802246094
232,71.82394409179688
233,34.51033401489258
234,37.60035705566406
235,36.64295959472656
236,55.37628936767578
237,49.69984436035156
238,28.935134887695312
239,69.00084686279297
240,60.722015380859375
241,66.61868286132812
242,27.151519775390625
243,36.69336700439453
244,38.89860153198242
245,52.01617431640625
246,60.966461181640625
247,37.12498474121094
248,35.04766082763672
249,57.11774444580078
250,45.594688415527344
251,53.07232666015625
252,60.999351501464844
253,55.432151794433594
254,39.67167663574219
255,25.958087921142578
256,74.57923126220703
257,33.94562530517578
258,19.973718643188477
259,45.8403205871582
260,52.18513488769531
261,29.7766056060791
262,63.30746078491211
263,64.51209259033203
264,49.139835357666016
265,55.41960906982422
266,42.770050048828125
267,25.229887008666992
268,70.93263244628906
269,69.22286224365234
270,72.79706573486328
271,22.848678588867188
272,82.29520416259766
273,57.526756286621094
274,27.646516799926758
275,36.544593811035156
276,21.703407287597656
277,48.0920295715332
278,72.5506820678711
279,20.4774112701416
280,24.611116409301758
281,42.05243682861328
282,86.89541625976562
283,69.8821792602539
284,15.009966850280762
285,57.59733200073242
286,77.78604125976562
287,81.60791015625
288,90.64645385742188
289,83.9689712524414
290,52.9257698059082
291,54.44294738769531
292,39.181182861328125
293,28.413883209228516
294,64.3707046508789
295,71.8906478881836
296,79.72569274902344
297,70.45823669433594
298,27.582157135009766
299,40.5830078125
300,63.058589935302734
301,80.344970703125
302,51.3553352355957
303,36.85200500488281
304,49.096797943115234
305,46.187400817871094
306,27.560739517211914
307,23.201265335083008
308,58.92405319213867
309,71.0372085571289
310,44.46364974975586
311,30.9228515625
312,54.43369674682617
313,18.93950653076172
314,29.068504333496094
315,31.479835510253906
316,89.9250259399414
317,33.092369079589844
318,80.53351593017578
319,47.98343276977539
320,27.050928115844727
321,73.10993194580078
322,26.72899055480957
323,52.329185485839844
324,77.33772277832031
325,66.5804214477539
326,31.79515838623047
327,46.97941589355469
328,33.578651428222656
329,65.78544616699219
330,21.121471405029297
331,22.161848068237305
332,23.586774826049805
333,71.00276947021484
334,46.246158599853516
335,29.913022994995117
336,33.60971450805664
337,48.492713928222656
338,37.53223419189453
339,39.67564010620117
340,33.62876892089844
341,41.733280181884766
342,47.77980041503906
343,39.51771545410156
344,65.9200210571289
345,41.99612045288086
346,61.88197326660156
347,33.7741584777832
348,25.27521324157715
349,38.8884391784668
350,49.6968994140625
351,26.67215919494629
352,36.219539642333984
353,44.267723083496094
354,56.56840515136719
355,48.049217224121094
356,47.513214111328125
357,28.137575149536133
358,28.661468505859375
359,30.501428604125977
360,46.087921142578125
361,70.32432556152344
362,35.21694564819336
363,48.15020751953125
364,81.9130859375
365,23.383750915527344
366,62.042789459228516
367,26.7011775970459
368,74.2246322631836
369,77.67899322509766
370,53.91360855102539
371,79.55113220214844
372,14.36910343170166
373,52.450408935546875
374,60.152252197265625
375,34.45216369628906
376,76.85395812988281
377,67.0531005859375
378,59.540504455566406
379,18.452911376953125
380,64.6205062866211
381,41.07943344116211
382,37.51546859741211
383,44.15207290649414
384,25.70127296447754
385,72.65497589111328
386,78.69717407226562
387,85.05965423583984
388,36.52992630004883
389,27.199865341186523
390,41.792118072509766
391,33.87242889404297
392,82.03264617919922
393,56.380950927734375
394,28.13802146911621
395,33.76619338989258
396,66.97592163085938
397,29.129920959472656
398,38.886959075927734
399,26.15914535522461
400,60.74919509887695
401,72.80970001220703
402,29.55326271057129
403,80.26903533935547
404,30.195566177368164
405,56.91526794433594
406,61.48996353149414
407,29.95550537109375
408,41.97198486328125
409,71.14568328857422
410,66.58537292480469
411,26.641674041748047
412,34.279109954833984
413,74.89237213134766
414,37.12085723876953
415,42.57821273803711
416,46.88427734375
417,36.26634979248047
418,44.68814468383789
419,71.54388427734375
420,58.32146072387695
421,49.761165618896484
422,23.554580688476562
423,64.47715759277344
424,64.1236343383789
425,44.01102828979492
426,42.0444221496582
427,69.64180755615234
428,30.467317581176758
429,73.47866821289062
430,64.74771881103516
431,15.243863105773926
432,32.519737243652344
433,78.4292984008789
434,75.42498016357422
435,41.91306686401367
436,60.43531036376953
437,52.269126892089844
438,24.031524658203125
439,21.01113510131836
440,73.71207427978516
441,60.73728942871094
442,21.05500030517578
443,23.774595260620117
444,65.12653350830078
445,55.600894927978516
446,57.470115661621094
447,47.65553283691406
448,65.17635345458984
449,77.37915802001953
450,47.363162994384766
451,48.01309585571289
452,27.902435302734375
453,33.81568908691406
454,50.783809661865234
455,24.859832763671875
456,17.72943687438965
457,83.73558044433594
458,59.404659271240234
459,49.11824035644531
460,30.193668365478516
461,55.06299591064453
462,60.99162673950195
463,36.9139518737793
464,34.86773681640625
465,57.28003692626953
466,44.23069763183594
467,28.05230140686035
468,69.19170379638672
469,54.09367370605469
470,57.68654251098633
471,31.60280990600586
472,41.61857986450195
473,73.89606475830078
474,94.54444122314453
475,55.701637268066406
476,38.544921875
477,53.23004150390625
478,40.776214599609375
479,51.673622131347656
480,61.64445114135742
481,52.099544525146484
482,24.26695442199707
483,34.12338638305664
484,24.540279388427734
485,21.98027229309082
486,18.485647201538086
487,67.9123306274414
488,65.42005920410156
489,84.24980926513672
490,59.83364486694336
491,52.21040725708008
492,29.430906295776367
493,30.542795181274414
494,27.741254806518555
495,71.39746856689453
496,35.93701171875
497,44.76742935180664
498,50.16726303100586
