imageId,age
0,41.135246
1,34.02894
2,46.708984
3,67.10142
4,58.825718
5,32.76513
6,58.254005
7,62.18729
8,37.062332
9,69.10273
10,35.213074
11,53.07032
12,57.447723
13,59.114464
14,67.70519
15,51.84635
16,35.075356
17,46.835182
18,35.089447
19,68.2116
20,48.36795
21,53.557198
22,44.560936
23,64.57753
24,40.859352
25,70.01752
26,28.447966
27,80.23808
28,65.90011
29,82.92204
30,77.16281
31,52.133198
32,61.109737
33,71.33718
34,64.39684
35,29.470354
36,64.24856
37,62.996613
38,68.54354
39,55.812332
40,64.75822
41,66.37841
42,61.187447
43,95.70074
44,58.19509
45,68.48892
46,55.41272
47,89.526375
48,51.176052
49,60.918415
50,52.14424
51,56.215652
52,48.840363
53,73.90472
54,60.707207
55,76.670265
56,46.17483
57,47.34009
58,63.968544
59,40.126392
60,79.19465
61,45.29479
62,104.62759
63,37.366047
64,43.017246
65,53.051918
66,71.56313
67,60.798164
68,36.98931
69,32.092148
70,63.177048
71,93.28102
72,52.688286
73,53.86238
74,87.088936
75,79.31037
76,35.789764
77,44.387238
78,35.92773
79,55.15045
80,38.226093
81,57.70278
82,53.43991
83,40.16076
84,71.299416
85,43.745205
86,55.575172
87,35.060402
88,76.5376
89,57.331707
90,26.249933
91,47.55242
92,50.83256
93,50.31418
94,75.20453
95,92.03449
96,44.17664
97,37.501873
98,39.06885
99,41.04387
100,69.44706
101,53.319233
102,64.288185
103,27.623972
104,44.576233
105,28.686506
106,74.31197
107,64.593666
108,53.202564
109,47.71398
110,51.9209
111,75.784294
112,54.65751
113,41.011932
114,69.12452
115,30.012981
116,36.857162
117,60.547672
118,57.616318
119,56.06919
120,57.813896
121,95.91612
122,85.799904
123,45.048557
124,48.926914
125,59.516228
126,89.06227
127,50.72603
128,66.43629
129,85.58457
130,77.00966
131,47.05296
132,62.590363
133,51.6774
134,51.154716
135,43.768265
136,61.70209
137,32.72154
138,47.976128
139,44.918938
140,91.28303
141,60.228195
142,57.43686
143,68.81983
144,50.81626
145,62.47416
146,74.16994
147,46.882957
148,25.062239
149,76.47114
150,54.21932
151,35.801495
152,44.05472
153,66.44596
154,38.74691
155,69.47117
156,68.86743
157,33.17573
158,71.27529
159,36.4324
160,66.93412
161,36.285362
162,68.39132
163,31.763887
164,101.13863
165,71.33662
166,41.330975
167,34.216614
168,75.44015
169,48.734158
170,79.92678
171,39.289833
172,38.040226
173,53.22292
174,70.31669
175,73.78676
176,56.722137
177,44.761955
178,56.280975
179,54.933323
180,59.47094
181,84.245186
182,70.533516
183,44.390465
184,39.392826
185,57.496338
186,64.19358
187,31.122536
188,53.955055
189,32.843365
190,53.41108
191,76.16051
192,32.103455
193,76.25573
194,57.326614
195,38.45378
196,86.409004
197,41.77614
198,54.103996
199,27.17592
200,57.453022
201,65.7157
202,44.98107
203,67.989876
204,78.68261
205,73.3629
206,72.840256
207,80.753136
208,59.886063
209,75.904976
210,29.077162
211,79.77603
212,30.886847
213,26.411263
214,28.520212
215,32.29962
216,44.619297
217,42.59684
218,74.35707
219,51.642975
220,76.96928
221,74.10024
222,71.245995
223,30.602953
224,67.239784
225,49.705246
226,25.4862
227,48.603577
228,75.4677
229,67.7535
230,27.536753
231,48.795578
232,66.707115
233,47.192554
